Andal Nagar  Adambakkam	12.97986485	80.20718515	7	Ashok Nagar	13.03917	80.21472	IN_25___	0.3043478	
Andal Nagar  Adambakkam	12.97986485	80.20718515	8	Azhagiri Nagar	13.05806	80.25778	IN_25___	0.3043478	
Andal Nagar  Adambakkam	12.97986485	80.20718515	9	Kalaimagal Nagar	13.02588	80.20513	IN_25___	0.3043478	
Andal Nagar  Adambakkam	12.97986485	80.20718515	10	Wadia Nagar	13.10139	80.25667	IN_25___	0.3043478	
Villivakkam Railway Station	13.1102635	80.20905465	1	Chennai Egmore Railway Station	13.07694	80.26417	IN_25___	0.5185185	
Villivakkam Railway Station	13.1102635	80.20905465	2	Pattabiram Station	13.11306	80.18	IN_25___	0.44444442	
Villivakkam Railway Station	13.1102635	80.20905465	3	Villivakkam	13.10889	80.21	IN_25___	0.4074074	1
Villivakkam Railway Station	13.1102635	80.20905465	4	Villivākkam	13.105	80.21111	IN_25___	0.3703704	1
Villivakkam Railway Station	13.1102635	80.20905465	5	Villivākkam	13.12278	80.17028	IN_25___	0.3703704	1
Villivakkam Railway Station	13.1102635	80.20905465	6	Ambattur Station	13.11438	80.15187	IN_25___	0.3703704	
Villivakkam Railway Station	13.1102635	80.20905465	7	Paranur station	12.71911	79.98231	IN_25___	0.3333333	
Villivakkam Railway Station	13.1102635	80.20905465	8	Kotivakkam	12.97361	80.25694	IN_25___	0.25925928	
Villivakkam Railway Station	13.1102635	80.20905465	9	Mugalivakkam	13.01861	80.16778	IN_25___	0.25925928	
Villivakkam Railway Station	13.1102635	80.20905465	10	Railway Car Shed	13.11616	80.12164	IN_25___	0.25925928	
DMS Complex   Teynampet	13.0463114	80.24958015	1	Teynampet	13.04333	80.25278	IN_25___	0.39130437	1
DMS Complex   Teynampet	13.0463114	80.24958015	2	Sowcarpet	13.08972	80.28028	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	3	Kasīgobind Temple	13.18333	80.31667	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	4	Krishnampet	13.04583	80.28083	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	5	Amman Temple	13.13201	80.1314	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	6	Chromepet	12.95	80.13333	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	7	Shiva Temple	13.13643	80.13233	IN_25___	0.26086956	
DMS Complex   Teynampet	13.0463114	80.24958015	8	Taj Coromandel	13.0833	80.2833	IN_25___	0.21739131	
DMS Complex   Teynampet	13.0463114	80.24958015	9	Tondiarpet	13.12556	80.28333	IN_25___	0.21739131	
DMS Complex   Teynampet	13.0463114	80.24958015	10	Vaishnavi Temple	13.12984	80.12642	IN_25___	0.21739131	
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	1	Hospital Bridge	13.07972	80.27639	IN_25___	0.3703704	
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	2	Vadapalani	13.05111	80.2125	IN_25___	0.3703704	1
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	3	Arasankalani	12.88028	80.19833	IN_25___	0.2962963	
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	4	Kilpadappai	12.88417	80.03083	IN_25___	0.2962963	
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	5	Vijayanagar Bus Terminus	12.97612	80.22092	IN_25___	0.2962963	
Vijaya Hospital  Vadapalani	13.04993545	80.2083358	6	Gopalapuram	13.04722	80.25778	IN_25___	0.25925928	
